"","product_category","star_rating","word.stem","frequency"
"1920","Electronics",1,"reliabl",3492
"1921","Electronics",1,"relief",58
"1922","Electronics",1,"reload",51
"1923","Electronics",1,"remain",1492
"1924","Electronics",1,"remark",196
"1925","Electronics",1,"rememb",1697
"1926","Electronics",1,"remind",568
"1927","Electronics",1,"remot",23936
"1928","Electronics",1,"remov",6566
"1929","Electronics",1,"renam",9
"1930","Electronics",1,"render",1160
"1931","Electronics",1,"rep",776
"1932","Electronics",1,"repair",8689
"1933","Electronics",1,"repeat",2934
"1934","Electronics",1,"replac",38157
"1935","Electronics",1,"repli",2116
"1936","Electronics",1,"report",2105
"1937","Electronics",1,"repres",974
"1938","Electronics",1,"reproduc",258
"1939","Electronics",1,"reproduct",275
"1940","Electronics",1,"reput",1114
"1941","Electronics",1,"request",2913
"1942","Electronics",1,"requir",5977
"1943","Electronics",1,"res",11
"1944","Electronics",1,"research",3568
"1945","Electronics",1,"reset",5805
"1946","Electronics",1,"resist",863
"1947","Electronics",1,"resolut",1658
"1948","Electronics",1,"resolv",1582
"1949","Electronics",1,"respect",631
"1950","Electronics",1,"respond",3662
"1951","Electronics",1,"respons",6947
"1952","Electronics",1,"rest",2321
"1953","Electronics",1,"restart",1199
"1954","Electronics",1,"restor",169
"1955","Electronics",1,"restrict",25
"1956","Electronics",1,"result",6344
"1957","Electronics",1,"resum",89
"1958","Electronics",1,"retail",2023
"1959","Electronics",1,"retract",622
"1960","Electronics",1,"retro",24
"1961","Electronics",1,"return",69876
"1962","Electronics",1,"revers",642
"1963","Electronics",1,"review",40673
"1964","Electronics",1,"rewind",519
"1965","Electronics",1,"rf",1093
"1966","Electronics",1,"rg",39
"1967","Electronics",1,"rhapsodi",276
"1968","Electronics",1,"rich",480
"1969","Electronics",1,"rid",788
"1970","Electronics",1,"ridata",50
"1971","Electronics",1,"ride",737
"1972","Electronics",1,"ridicul",2227
"1973","Electronics",1,"rig",18
"1974","Electronics",1,"ring",1316
"1975","Electronics",1,"rio",1465
"1976","Electronics",1,"riot",46
"1977","Electronics",1,"riovolt",65
"1978","Electronics",1,"rip",3885
"1979","Electronics",1,"risk",1818
"1980","Electronics",1,"river",12
"1981","Electronics",1,"rma",94
"1982","Electronics",1,"road",722
"1983","Electronics",1,"roar",2
"1984","Electronics",1,"robust",253
"1985","Electronics",1,"rock",940
"1986","Electronics",1,"rockbox",8
"1987","Electronics",1,"roku",1618
"1988","Electronics",1,"roll",957
"1989","Electronics",1,"rom",42
"1990","Electronics",1,"roof",508
"1991","Electronics",1,"roomba",88
"1992","Electronics",1,"rotat",1229
"1993","Electronics",1,"rough",1168
"1994","Electronics",1,"round",1096
"1995","Electronics",1,"rout",544
"1996","Electronics",1,"router",1645
"1997","Electronics",1,"row",43
"1998","Electronics",1,"rp",22
"1999","Electronics",1,"rs",832
"2000","Electronics",1,"rub",596
"2001","Electronics",1,"rubber",2660
"2002","Electronics",1,"rug",293
"2003","Electronics",1,"ruin",1744
"2004","Electronics",1,"rule",66
"2005","Electronics",1,"rumbl",9
"2006","Electronics",1,"run",14188
"2007","Electronics",1,"runner",15
"2008","Electronics",1,"rush",31
"2009","Electronics",1,"rv",54
"2010","Electronics",1,"rw",272
"2011","Electronics",1,"rws",35
"2012","Electronics",1,"rx",249
"2013","Electronics",1,"sad",3400
"2014","Electronics",1,"safe",1012
"2015","Electronics",1,"safeti",378
"2016","Electronics",1,"sag",86
"2017","Electronics",1,"sale",2896
"2018","Electronics",1,"sampl",243
"2019","Electronics",1,"samsung",5524
"2020","Electronics",1,"sandisk",2360
"2021","Electronics",1,"sangean",663
"2022","Electronics",1,"sansa",2744
"2023","Electronics",1,"sanus",8
"2024","Electronics",1,"sanyo",323
"2025","Electronics",1,"sat",931
"2026","Electronics",1,"satellit",1239
"2027","Electronics",1,"satisfactori",62
"2028","Electronics",1,"satisfi",1781
"2029","Electronics",1,"save",11088
"2030","Electronics",1,"saver",151
"2031","Electronics",1,"savvi",74
"2032","Electronics",1,"sc",6
"2033","Electronics",1,"scale",219
"2034","Electronics",1,"scan",1267
"2035","Electronics",1,"scanner",86
"2036","Electronics",1,"scare",12
"2037","Electronics",1,"scene",188
"2038","Electronics",1,"schedul",96
"2039","Electronics",1,"school",838
"2040","Electronics",1,"scratch",3264
"2041","Electronics",1,"screen",18495
"2042","Electronics",1,"screw",6497
"2043","Electronics",1,"screwdriv",88
"2044","Electronics",1,"scroll",1065
"2045","Electronics",1,"sd",1582
"2046","Electronics",1,"se",301
"2047","Electronics",1,"seal",1639
"2048","Electronics",1,"seamless",104
"2049","Electronics",1,"search",4150
"2050","Electronics",1,"seat",801
"2051","Electronics",1,"sec",32
"2052","Electronics",1,"section",1049
"2053","Electronics",1,"secur",2365
"2054","Electronics",1,"seek",72
"2055","Electronics",1,"segway",16
"2056","Electronics",1,"select",3286
"2057","Electronics",1,"sell",7094
"2058","Electronics",1,"seller",12366
"2059","Electronics",1,"semi",40
"2060","Electronics",1,"send",17773
"2061","Electronics",1,"sennheis",3154
"2062","Electronics",1,"sens",1619
"2063","Electronics",1,"sensit",1440
"2064","Electronics",1,"sensor",600
"2065","Electronics",1,"sentey",13
"2066","Electronics",1,"separ",2940
"2067","Electronics",1,"seper",126
"2068","Electronics",1,"sequenc",23
"2069","Electronics",1,"seri",1450
"2070","Electronics",1,"serv",873
"2071","Electronics",1,"server",658
"2072","Electronics",1,"servic",18405
"2073","Electronics",1,"session",243
"2074","Electronics",1,"set",31952
"2075","Electronics",1,"settl",432
"2076","Electronics",1,"setup",3814
"2077","Electronics",1,"sever",648
"2078","Electronics",1,"shack",1372
"2079","Electronics",1,"shake",524
"2080","Electronics",1,"shame",2532
"2081","Electronics",1,"shape",1970
"2082","Electronics",1,"share",852
"2083","Electronics",1,"sharkk",53
"2084","Electronics",1,"sharp",1237
"2085","Electronics",1,"shave",11
"2086","Electronics",1,"sheet",688
"2087","Electronics",1,"shelf",1581
"2088","Electronics",1,"shell",804
"2089","Electronics",1,"shelv",568
"2090","Electronics",1,"shield",857
"2091","Electronics",1,"shift",465
"2092","Electronics",1,"shine",189
"2093","Electronics",1,"shini",26
"2094","Electronics",1,"ship",19985
"2095","Electronics",1,"shipment",844
"2096","Electronics",1,"shirt",536
"2097","Electronics",1,"shock",1632
"2098","Electronics",1,"shoot",864
"2099","Electronics",1,"shop",2963
"2100","Electronics",1,"short",12040
"2101","Electronics",1,"shortcom",35
"2102","Electronics",1,"shorter",829
"2103","Electronics",1,"shortwav",143
"2104","Electronics",1,"shot",1216
"2105","Electronics",1,"shoulder",24
"2106","Electronics",1,"shower",1302
"2107","Electronics",1,"shown",1349
"2108","Electronics",1,"shuffl",2473
"2109","Electronics",1,"shure",783
"2110","Electronics",1,"shut",5342
"2111","Electronics",1,"shutdown",17
"2112","Electronics",1,"si",82
"2113","Electronics",1,"side",31
"2114","Electronics",1,"sight",699
"2115","Electronics",1,"sign",1230
"2116","Electronics",1,"signal",17334
"2117","Electronics",1,"signatur",37
"2118","Electronics",1,"signific",1279
"2119","Electronics",1,"silenc",28
"2120","Electronics",1,"silent",49
"2121","Electronics",1,"silicon",728
"2122","Electronics",1,"silli",57
"2123","Electronics",1,"silver",806
"2124","Electronics",1,"similar",3917
"2125","Electronics",1,"simpl",4504
"2126","Electronics",1,"simpli",7621
"2127","Electronics",1,"simplic",31
"2128","Electronics",1,"simultan",20
"2129","Electronics",1,"sing",107
"2130","Electronics",1,"singl",4263
"2131","Electronics",1,"siri",103
"2132","Electronics",1,"sirius",208
"2133","Electronics",1,"sister",451
"2134","Electronics",1,"sit",5251
"2135","Electronics",1,"site",4470
"2136","Electronics",1,"situat",1510
"2137","Electronics",1,"size",8716
"2138","Electronics",1,"skeptic",311
"2139","Electronics",1,"skin",182
"2140","Electronics",1,"skip",5968
"2141","Electronics",1,"skull",755
"2142","Electronics",1,"skullcandi",1606
"2143","Electronics",1,"skype",159
"2144","Electronics",1,"sl",31
"2145","Electronics",1,"slacker",39
"2146","Electronics",1,"sleek",463
"2147","Electronics",1,"sleep",2221
"2148","Electronics",1,"sleev",1402
"2149","Electronics",1,"slick",58
"2150","Electronics",1,"slide",1709
"2151","Electronics",1,"slider",30
"2152","Electronics",1,"slight",3276
"2153","Electronics",1,"slightest",94
"2154","Electronics",1,"slim",520
"2155","Electronics",1,"slimx",14
"2156","Electronics",1,"slip",1540
"2157","Electronics",1,"slot",1691
"2158","Electronics",1,"slow",2902
"2159","Electronics",1,"slower",17
"2160","Electronics",1,"slowli",686
"2161","Electronics",1,"smart",1704
"2162","Electronics",1,"smartmedia",36
"2163","Electronics",1,"smartphon",481
"2164","Electronics",1,"smell",2001
"2165","Electronics",1,"smoke",350
"2166","Electronics",1,"smooth",823
"2167","Electronics",1,"snap",2657
"2168","Electronics",1,"snooz",797
"2169","Electronics",1,"snow",76
"2170","Electronics",1,"snug",750
"2171","Electronics",1,"socket",1609
"2172","Electronics",1,"soft",1362
"2173","Electronics",1,"softwar",10269
"2174","Electronics",1,"sol",49
"2175","Electronics",1,"solar",582
"2176","Electronics",1,"sold",3632
"2177","Electronics",1,"solder",1233
"2178","Electronics",1,"solid",2107
"2179","Electronics",1,"solo",368
"2180","Electronics",1,"solut",3021
"2181","Electronics",1,"solv",1525
"2182","Electronics",1,"son",3978
"2183","Electronics",1,"song",12317
"2184","Electronics",1,"soni",20233
"2185","Electronics",1,"sonic",314
"2186","Electronics",1,"sonicblu",143
"2187","Electronics",1,"sonicstag",99
"2188","Electronics",1,"sono",1025
"2189","Electronics",1,"sooner",291
"2190","Electronics",1,"sore",331
"2191","Electronics",1,"sort",2435
"2192","Electronics",1,"soul",46
"2193","Electronics",1,"sound",93996
"2194","Electronics",1,"soundbar",650
"2195","Electronics",1,"sounddock",10
"2196","Electronics",1,"soundlink",208
"2197","Electronics",1,"soundstag",82
"2198","Electronics",1,"sourc",4229
"2199","Electronics",1,"south",228
"2200","Electronics",1,"sp",139
"2201","Electronics",1,"space",2185
"2202","Electronics",1,"spacer",60
"2203","Electronics",1,"spare",928
"2204","Electronics",1,"speak",1871
"2205","Electronics",1,"speaker",39724
"2206","Electronics",1,"speakerphon",43
"2207","Electronics",1,"spec",1428
"2208","Electronics",1,"special",1495
"2209","Electronics",1,"specif",3326
"2210","Electronics",1,"spectacular",17
"2211","Electronics",1,"spectrum",233
"2212","Electronics",1,"speed",2467
"2213","Electronics",1,"spend",10425
"2214","Electronics",1,"spent",5868
"2215","Electronics",1,"spin",1085
"2216","Electronics",1,"spindl",1111
"2217","Electronics",1,"splash",37
"2218","Electronics",1,"split",1836
"2219","Electronics",1,"splitter",2900
"2220","Electronics",1,"sport",1407
"2221","Electronics",1,"spot",1594
"2222","Electronics",1,"spotifi",214
"2223","Electronics",1,"spray",43
"2224","Electronics",1,"spring",819
"2225","Electronics",1,"squar",776
"2226","Electronics",1,"squeez",189
"2227","Electronics",1,"squeezebox",288
"2228","Electronics",1,"sr",462
"2229","Electronics",1,"ss",51
"2230","Electronics",1,"st",1777
"2231","Electronics",1,"stabil",140
"2232","Electronics",1,"stabl",552
"2233","Electronics",1,"stack",392
"2234","Electronics",1,"stage",396
"2235","Electronics",1,"stand",5549
"2236","Electronics",1,"standard",4525
"2237","Electronics",1,"standbi",400
"2238","Electronics",1,"star",16132
"2239","Electronics",1,"start",22644
"2240","Electronics",1,"starter",26
"2241","Electronics",1,"state",3732
"2242","Electronics",1,"static",7440
"2243","Electronics",1,"station",11733
"2244","Electronics",1,"status",331
"2245","Electronics",1,"stay",14384
"2246","Electronics",1,"steal",252
"2247","Electronics",1,"steel",305
"2248","Electronics",1,"step",2579
"2249","Electronics",1,"stereo",5809
"2250","Electronics",1,"stick",4135
"2251","Electronics",1,"sticker",798
"2252","Electronics",1,"sticki",204
"2253","Electronics",1,"stiff",589
"2254","Electronics",1,"stink",58
"2255","Electronics",1,"stock",2099
"2256","Electronics",1,"stone",49
"2257","Electronics",1,"stop",31267
"2258","Electronics",1,"storag",1244
"2259","Electronics",1,"store",9930
"2260","Electronics",1,"stori",1655
"2261","Electronics",1,"storm",368
"2262","Electronics",1,"straight",2463
"2263","Electronics",1,"strain",261
"2264","Electronics",1,"strang",1064
"2265","Electronics",1,"strap",687
"2266","Electronics",1,"stream",1955
"2267","Electronics",1,"street",428
"2268","Electronics",1,"strength",977
"2269","Electronics",1,"stress",793
"2270","Electronics",1,"stretch",639
"2271","Electronics",1,"string",373
"2272","Electronics",1,"strip",2001
"2273","Electronics",1,"strong",3030
"2274","Electronics",1,"stronger",326
"2275","Electronics",1,"structur",22
"2276","Electronics",1,"struggl",489
"2277","Electronics",1,"stuck",5057
"2278","Electronics",1,"stud",651
"2279","Electronics",1,"student",71
"2280","Electronics",1,"studi",255
"2281","Electronics",1,"studio",870
"2282","Electronics",1,"stuff",2862
"2283","Electronics",1,"stun",15
"2284","Electronics",1,"stupid",2148
"2285","Electronics",1,"sturdi",1186
"2286","Electronics",1,"style",1868
"2287","Electronics",1,"stylish",304
"2288","Electronics",1,"stylus",399
"2289","Electronics",1,"sub",182
"2290","Electronics",1,"subject",451
"2291","Electronics",1,"subscript",116
"2292","Electronics",1,"substanti",322
"2293","Electronics",1,"subtl",15
"2294","Electronics",1,"subway",40
"2295","Electronics",1,"subwoof",1845
"2296","Electronics",1,"success",2440
"2297","Electronics",1,"suck",5758
"2298","Electronics",1,"suction",263
"2299","Electronics",1,"sudden",2829
"2300","Electronics",1,"suffer",769
"2301","Electronics",1,"suffici",431
"2302","Electronics",1,"suggest",5559
"2303","Electronics",1,"suit",446
"2304","Electronics",1,"suitabl",431
"2305","Electronics",1,"sum",20
"2306","Electronics",1,"summari",427
"2307","Electronics",1,"summer",506
"2308","Electronics",1,"sun",171
"2309","Electronics",1,"super",2984
"2310","Electronics",1,"super.fi",11
"2311","Electronics",1,"superb",260
"2312","Electronics",1,"superior",1034
"2313","Electronics",1,"suppli",4570
"2314","Electronics",1,"supplier",389
"2315","Electronics",1,"support",19602
"2316","Electronics",1,"suppos",7972
"2317","Electronics",1,"supris",30
"2318","Electronics",1,"sure",51
"2319","Electronics",1,"surf",62
"2320","Electronics",1,"surfac",1288
"2321","Electronics",1,"surg",2395
"2322","Electronics",1,"surpris",3614
"2323","Electronics",1,"surround",2146
"2324","Electronics",1,"surviv",339
"2325","Electronics",1,"suspect",1251
"2326","Electronics",1,"sw",309
"2327","Electronics",1,"swap",1105
"2328","Electronics",1,"sweat",2033
"2329","Electronics",1,"sweati",29
"2330","Electronics",1,"sweet",375
"2331","Electronics",1,"swim",882
"2332","Electronics",1,"swing",203
"2333","Electronics",1,"switch",13603
"2334","Electronics",1,"switcher",754
"2335","Electronics",1,"swivel",586
"2336","Electronics",1,"symphon",24
"2337","Electronics",1,"sync",3281
"2338","Electronics",1,"synch",69
"2339","Electronics",1,"synchron",37
"2340","Electronics",1,"system",16479
"2341","Electronics",1,"t.v",543
"2342","Electronics",1,"tab",767
"2343","Electronics",1,"tabl",1394
"2344","Electronics",1,"tablet",2463
"2345","Electronics",1,"tad",115
"2346","Electronics",1,"tag",902
"2347","Electronics",1,"take",6711
"2348","Electronics",1,"talk",4312
"2349","Electronics",1,"tall",255
"2350","Electronics",1,"tangl",941
"2351","Electronics",1,"tap",715
"2352","Electronics",1,"tape",6657
"2353","Electronics",1,"target",981
"2354","Electronics",1,"task",530
"2355","Electronics",1,"tast",319
"2356","Electronics",1,"tax",154
"2357","Electronics",1,"tdk",397
"2358","Electronics",1,"teac",105
"2359","Electronics",1,"teach",11
"2360","Electronics",1,"team",108
"2361","Electronics",1,"tear",1009
"2362","Electronics",1,"tech",6035
"2363","Electronics",1,"technic",2700
"2364","Electronics",1,"technica",573
"2365","Electronics",1,"techno",6
"2366","Electronics",1,"technolog",2257
"2367","Electronics",1,"tedious",21
"2368","Electronics",1,"teen",7
"2369","Electronics",1,"teenag",143
"2370","Electronics",1,"telephon",147
"2371","Electronics",1,"televis",2716
"2372","Electronics",1,"tell",2175
"2373","Electronics",1,"temperatur",387
"2374","Electronics",1,"ten",1714
"2375","Electronics",1,"tend",546
"2376","Electronics",1,"terk",501
"2377","Electronics",1,"term",1389
"2378","Electronics",1,"termin",770
"2379","Electronics",1,"terribl",13109
"2380","Electronics",1,"terrif",246
"2381","Electronics",1,"test",9041
"2382","Electronics",1,"text",747
"2383","Electronics",1,"textur",22
"2384","Electronics",1,"thank",811
"2385","Electronics",1,"theater",1822
"2386","Electronics",1,"theatr",233
"2387","Electronics",1,"thick",1236
"2388","Electronics",1,"thicker",376
"2389","Electronics",1,"thin",3379
"2390","Electronics",1,"think",5409
"2391","Electronics",1,"thinner",246
"2392","Electronics",1,"tho",49
"2393","Electronics",1,"thousand",628
"2394","Electronics",1,"thread",826
"2395","Electronics",1,"threw",3033
"2396","Electronics",1,"thrill",400
"2397","Electronics",1,"throw",3831
"2398","Electronics",1,"thrown",503
"2399","Electronics",1,"thumb",747
"2400","Electronics",1,"thump",266
"2401","Electronics",1,"thx",53
"2402","Electronics",1,"tie",813
"2403","Electronics",1,"tight",2489
"2404","Electronics",1,"tighten",992
"2405","Electronics",1,"till",994
"2406","Electronics",1,"tilt",1212
"2407","Electronics",1,"time",81413
"2408","Electronics",1,"timer",518
"2409","Electronics",1,"tini",2456
"2410","Electronics",1,"tinni",2439
"2411","Electronics",1,"tip",3105
"2412","Electronics",1,"tire",888
"2413","Electronics",1,"titl",1521
"2414","Electronics",1,"tivo",637
"2415","Electronics",1,"tivoli",43
"2416","Electronics",1,"toggl",320
"2417","Electronics",1,"told",9600
"2418","Electronics",1,"toler",105
"2419","Electronics",1,"tomorrow",73
"2420","Electronics",1,"ton",975
"2421","Electronics",1,"tone",1112
"2422","Electronics",1,"tool",910
"2423","Electronics",1,"tooth",655
"2424","Electronics",1,"top",7389
"2425","Electronics",1,"tornado",32
"2426","Electronics",1,"toshiba",960
"2427","Electronics",1,"toslink",438
"2428","Electronics",1,"toss",1258
"2429","Electronics",1,"total",10711
"2430","Electronics",1,"touch",8117
"2431","Electronics",1,"touchpad",21
"2432","Electronics",1,"touchscreen",287
"2433","Electronics",1,"tough",476
"2434","Electronics",1,"tower",1058
"2435","Electronics",1,"town",492
"2436","Electronics",1,"toy",1292
"2437","Electronics",1,"track",4499
"2438","Electronics",1,"trade",564
"2439","Electronics",1,"tradit",249
"2440","Electronics",1,"traffic",55
"2441","Electronics",1,"train",596
"2442","Electronics",1,"transact",15
"2443","Electronics",1,"transfer",2960
"2444","Electronics",1,"transform",918
"2445","Electronics",1,"transit",44
"2446","Electronics",1,"translat",23
"2447","Electronics",1,"transmiss",309
"2448","Electronics",1,"transmit",1554
"2449","Electronics",1,"transmitt",2873
"2450","Electronics",1,"transport",291
"2451","Electronics",1,"trash",4942
"2452","Electronics",1,"travel",2123
"2453","Electronics",1,"tray",344
"2454","Electronics",1,"treadmil",437
"2455","Electronics",1,"treat",848
"2456","Electronics",1,"trebl",1473
"2457","Electronics",1,"tree",301
"2458","Electronics",1,"tremend",44
"2459","Electronics",1,"treo",18
"2460","Electronics",1,"trial",197
"2461","Electronics",1,"trick",694
"2462","Electronics",1,"tricki",175
"2463","Electronics",1,"trigger",70
"2464","Electronics",1,"trip",2765
"2465","Electronics",1,"tripl",214
"2466","Electronics",1,"tripod",47
"2467","Electronics",1,"tripp",196
"2468","Electronics",1,"troubl",4470
"2469","Electronics",1,"troubleshoot",1385
"2470","Electronics",1,"truck",366
"2471","Electronics",1,"true",3558
"2472","Electronics",1,"trust",2749
"2473","Electronics",1,"truth",26
"2474","Electronics",1,"tube",818
"2475","Electronics",1,"tuck",99
"2476","Electronics",1,"tug",33
"2477","Electronics",1,"tune",3525
"2478","Electronics",1,"tuner",1863
"2479","Electronics",1,"turbin",56
"2480","Electronics",1,"turntabl",2524
"2481","Electronics",1,"tv",45851
"2482","Electronics",1,"tvs",2061
"2483","Electronics",1,"tweak",340
"2484","Electronics",1,"tweeter",273
"2485","Electronics",1,"twenti",45
"2486","Electronics",1,"twist",1240
"2487","Electronics",1,"tx",632
"2488","Electronics",1,"type",5367
"2489","Electronics",1,"typic",1293
"2490","Electronics",1,"ue",352
"2491","Electronics",1,"ugli",745
"2492","Electronics",1,"uhf",459
"2493","Electronics",1,"uk",249
"2494","Electronics",1,"ultim",1161
"2495","Electronics",1,"ultra",574
"2496","Electronics",1,"unabl",3418
"2497","Electronics",1,"unaccept",197
"2498","Electronics",1,"unbeliev",604
"2499","Electronics",1,"unbias",5
"2500","Electronics",1,"uncomfort",3346
"2501","Electronics",1,"underneath",50
"2502","Electronics",1,"understand",4041
"2503","Electronics",1,"underwat",67
"2504","Electronics",1,"uniqu",361
"2505","Electronics",1,"unit",45643
"2506","Electronics",1,"univers",2007
"2507","Electronics",1,"unlik",909
"2508","Electronics",1,"unnecessari",9
"2509","Electronics",1,"unplug",5019
"2510","Electronics",1,"unreli",76
"2511","Electronics",1,"unus",2812
"2512","Electronics",1,"up",3196
"2513","Electronics",1,"upconvert",47
"2514","Electronics",1,"updat",11718
"2515","Electronics",1,"upgrad",3320
"2516","Electronics",1,"upload",586
"2517","Electronics",1,"upper",394
"2518","Electronics",1,"upscal",19
"2519","Electronics",1,"upset",1830
"2520","Electronics",1,"upsid",88
"2521","Electronics",1,"upstair",193
"2522","Electronics",1,"ur",18
"2523","Electronics",1,"usa",796
"2524","Electronics",1,"usabl",1178
"2525","Electronics",1,"usag",1716
"2526","Electronics",1,"usb",10768
"2527","Electronics",1,"usd",13
"2528","Electronics",1,"useless",10851
"2529","Electronics",1,"user",5105
"2530","Electronics",1,"usual",649
"2531","Electronics",1,"utf",31
"2532","Electronics",1,"util",496
"2533","Electronics",1,"vac",15
"2534","Electronics",1,"vacat",501
"2535","Electronics",1,"vape",91
"2536","Electronics",1,"vari",539
"2537","Electronics",1,"variabl",13
"2538","Electronics",1,"varieti",515
"2539","Electronics",1,"vast",74
"2540","Electronics",1,"vbr",13
"2541","Electronics",1,"vcr",1321
"2542","Electronics",1,"vehicl",244
"2543","Electronics",1,"velcro",288
"2544","Electronics",1,"vendor",2989
"2545","Electronics",1,"verbatim",1457
"2546","Electronics",1,"verifi",790
"2547","Electronics",1,"verizon",195
"2548","Electronics",1,"versatil",97
"2549","Electronics",1,"version",5267
"2550","Electronics",1,"versus",119
"2551","Electronics",1,"vertic",678
"2552","Electronics",1,"vga",2690
"2553","Electronics",1,"vhf",382
"2554","Electronics",1,"vhs",633
"2555","Electronics",1,"vibe",92
"2556","Electronics",1,"vibrat",779
"2557","Electronics",1,"video",14081
"2558","Electronics",1,"view",1929
"2559","Electronics",1,"viewer",24
"2560","Electronics",1,"vintag",57
"2561","Electronics",1,"vinyl",820
"2562","Electronics",1,"virtual",845
"2563","Electronics",1,"visibl",782
"2564","Electronics",1,"vision",133
"2565","Electronics",1,"visit",322
"2566","Electronics",1,"vista",428
"2567","Electronics",1,"visual",476
"2568","Electronics",1,"vizio",825
"2569","Electronics",1,"vocal",531
"2570","Electronics",1,"voic",2549
"2571","Electronics",1,"volt",1538
"2572","Electronics",1,"voltag",1949
"2573","Electronics",1,"volum",19451
"2574","Electronics",1,"vsx",77
"2575","Electronics",1,"waist",25
"2576","Electronics",1,"wait",9596
"2577","Electronics",1,"wake",2004
"2578","Electronics",1,"wal",44
"2579","Electronics",1,"walk",3011
"2580","Electronics",1,"walkman",1135
"2581","Electronics",1,"wall",8377
"2582","Electronics",1,"wallet",93
"2583","Electronics",1,"walmart",1205
"2584","Electronics",1,"warm",657
"2585","Electronics",1,"warn",4568
"2586","Electronics",1,"warranti",16963
"2587","Electronics",1,"warrenti",59
"2588","Electronics",1,"wart",11
"2589","Electronics",1,"wash",541
"2590","Electronics",1,"washer",274
"2591","Electronics",1,"wast",32787
"2592","Electronics",1,"watch",6819
"2593","Electronics",1,"water",3005
"2594","Electronics",1,"waterproof",883
"2595","Electronics",1,"watt",1787
"2596","Electronics",1,"wattag",37
"2597","Electronics",1,"wav",43
"2598","Electronics",1,"wave",855
"2599","Electronics",1,"weak",2840
"2600","Electronics",1,"wear",4855
"2601","Electronics",1,"weather",1717
"2602","Electronics",1,"web",2812
"2603","Electronics",1,"websit",5823
"2604","Electronics",1,"week",35785
"2605","Electronics",1,"weekend",820
"2606","Electronics",1,"weigh",692
"2607","Electronics",1,"weight",3231
"2608","Electronics",1,"weird",1331
"2609","Electronics",1,"wet",462
"2610","Electronics",1,"wharfedal",10
"2611","Electronics",1,"whatsoev",1350
"2612","Electronics",1,"wheel",1073
"2613","Electronics",1,"whistl",168
"2614","Electronics",1,"white",4082
"2615","Electronics",1,"wi",606
"2616","Electronics",1,"wide",1096
"2617","Electronics",1,"wider",178
"2618","Electronics",1,"width",50
"2619","Electronics",1,"wife",3123
"2620","Electronics",1,"wifi",2119
"2621","Electronics",1,"wiggl",982
"2622","Electronics",1,"wii",906
"2623","Electronics",1,"win",647
"2624","Electronics",1,"winamp",7
"2625","Electronics",1,"wind",856
"2626","Electronics",1,"window",7550
"2627","Electronics",1,"winegard",137
"2628","Electronics",1,"winner",73
"2629","Electronics",1,"winter",47
"2630","Electronics",1,"wipe",510
"2631","Electronics",1,"wire",17640
"2632","Electronics",1,"wireless",5916
"2633","Electronics",1,"wise",616
"2634","Electronics",1,"wish",316
"2635","Electronics",1,"wma",281
"2636","Electronics",1,"wmas",8
"2637","Electronics",1,"wmp",101
"2638","Electronics",1,"wmv",13
"2639","Electronics",1,"wobbl",37
"2640","Electronics",1,"wonder",2163
"2641","Electronics",1,"wont",2519
"2642","Electronics",1,"wood",850
"2643","Electronics",1,"woofer",770
"2644","Electronics",1,"word",3239
"2645","Electronics",1,"wore",705
"2646","Electronics",1,"workout",1319
"2647","Electronics",1,"world",1784
"2648","Electronics",1,"worn",711
"2649","Electronics",1,"worri",1077
"2650","Electronics",1,"wors",6474
"2651","Electronics",1,"worst",9032
"2652","Electronics",1,"worth",18024
"2653","Electronics",1,"worthless",4248
"2654","Electronics",1,"would'v",85
"2655","Electronics",1,"wow",1232
"2656","Electronics",1,"wrap",1956
"2657","Electronics",1,"wrench",31
"2658","Electronics",1,"wrist",10
"2659","Electronics",1,"write",4548
"2660","Electronics",1,"writer",48
"2661","Electronics",1,"written",2022
"2662","Electronics",1,"wrong",11090
"2663","Electronics",1,"wrote",1413
"2664","Electronics",1,"www.amazon.com",379
"2665","Electronics",1,"xbox",2457
"2666","Electronics",1,"xl",63
"2667","Electronics",1,"xm",150
"2668","Electronics",1,"xmas",157
"2669","Electronics",1,"xp",851
"2670","Electronics",1,"xs",23
"2671","Electronics",1,"xtra",30
"2672","Electronics",1,"yahoo",53
"2673","Electronics",1,"yamaha",2009
"2674","Electronics",1,"yard",373
"2675","Electronics",1,"yeah",1120
"2676","Electronics",1,"yellow",872
"2677","Electronics",1,"yepp",34
"2678","Electronics",1,"yesterday",1639
"2679","Electronics",1,"youtub",656
"2680","Electronics",1,"yp",43
"2681","Electronics",1,"yr",610
"2682","Electronics",1,"zen",1713
"2683","Electronics",1,"zip",799
"2684","Electronics",1,"zipbud",8
"2685","Electronics",1,"zipper",776
"2686","Electronics",1,"zone",802
"2687","Electronics",1,"zoom",128
"2688","Electronics",1,"zune",2807
"2689","Electronics",1,"zvox",11
"2690","Electronics",2,"aa",1197
"2691","Electronics",2,"aaa",843
"2692","Electronics",2,"aac",25
"2693","Electronics",2,"abc",267
"2694","Electronics",2,"abil",1689
"2695","Electronics",2,"absolut",2500
"2696","Electronics",2,"abus",688
"2697","Electronics",2,"ac",1408
"2698","Electronics",2,"accept",2310
"2699","Electronics",2,"access",1648
"2700","Electronics",2,"accessori",928
"2701","Electronics",2,"accid",350
"2702","Electronics",2,"accident",802
"2703","Electronics",2,"accommod",313
"2704","Electronics",2,"accompani",15
